normalization_type,group_key,kpi,mean,std
country_long,ES,inflation,1.95,2.4795527455938133
country_long,FI,inflation,1.7750000000000001,2.0507759063783193
country_long,FR,inflation,1.9166666666666667,1.9534739839733228
country_long,HR,inflation,2.766666666666667,3.5831254344200505
country_long,HU,inflation,4.8500000000000005,5.546251805580873
country_long,IE,inflation,1.7166666666666668,2.539088359425425
country_long,IT,inflation,1.8833333333333335,2.687625966040166
country_long,LT,inflation,3.8499999999999996,5.356134970123682
country_long,LU,inflation,2.1666666666666665,2.2341699021146875
country_long,LV,inflation,3.658333333333333,4.930693908999261
country_long,MT,inflation,2.1166666666666667,1.8383952158600092
country_long,NL,inflation,2.6666666666666665,3.1043469034516256
country_long,PL,inflation,3.6666666666666665,4.301233086058701
country_long,PT,inflation,1.925,2.4665489324892045
country_long,RO,inflation,4.141666666666667,3.9403410866050517
country_long,SE,inflation,2.466666666666667,2.2999341229037342
country_long,SI,inflation,2.275,3.022077852315282
country_long,SK,inflation,3.4250000000000003,4.076122265986721
country_long,AT,unemployment,5.625,0.5785954780956446
country_long,BE,unemployment,6.591666666666666,1.2191340692425423
country_long,BG,unemployment,6.433333333333334,2.7080128015453204
country_long,CY,unemployment,8.916666666666666,3.9431951357735118
country_long,CZ,unemployment,3.158333333333333,1.2638025833558695
country_long,DE,unemployment,3.6,0.5376717484589544
country_long,DK,unemployment,5.666666666666667,0.7164728420068227
country_long,EE,unemployment,6.366666666666667,0.929646397423463
country_long,EL,unemployment,17.483333333333334,6.075559582657738
country_long,ES,unemployment,15.858333333333334,4.306751218796609
country_long,FI,unemployment,8.125,0.9799118698777319
country_long,FR,unemployment,8.591666666666667,1.1812615239136457
country_long,HR,unemployment,9.183333333333334,4.2411047731657945
country_long,HU,unemployment,4.558333333333334,1.2616427482621313
country_long,IE,unemployment,6.466666666666666,2.4208688648099175
country_long,IT,unemployment,9.633333333333333,2.191858212622893
country_long,LT,unemployment,7.483333333333333,1.3663709953631535
country_long,LU,unemployment,5.866666666666667,0.6800178250783154
country_long,LV,unemployment,7.983333333333333,1.4983829667850312
country_long,MT,unemployment,4.158333333333333,0.8447251659922337
country_long,NL,unemployment,5.191666666666667,1.7180635681610925
country_long,PL,unemployment,4.475,2.142269399916402
country_long,PT,unemployment,8.424999999999999,2.9683558350771166
country_long,RO,unemployment,6.241666666666667,1.199589576278133
country_long,SE,unemployment,7.716666666666666,0.8088525355356343
country_long,SI,unemployment,5.658333333333334,2.1415620184313777
country_long,SK,unemployment,7.55,2.5507574632574608
country_long,AT,gini,27.5,0.5291502622129184
country_long,BE,gini,25.141666666666666,0.9346446415941231
country_long,BG,gini,38.50833333333333,1.5934287406455128
country_long,CY,gini,30.84166666666667,1.8956689072885626
country_long,CZ,gini,24.46666666666667,0.4886592665527578
country_long,DE,gini,29.991666666666664,0.748888064622032
country_long,DK,gini,27.724999999999998,0.4371914496377568
country_long,EE,gini,31.858333333333334,1.7143556082432672
country_long,EL,gini,32.50833333333333,1.2594792093511828
country_long,ES,gini,32.891666666666666,1.3800252522942102
country_long,FI,gini,26.016666666666666,0.6012613005301027
country_long,FR,gini,29.383333333333336,0.5184475660931194
country_long,HR,gini,29.433333333333334,0.6932575716182693
country_long,HU,gini,28.099999999999998,0.7675225788801976
country_long,IE,gini,28.325,1.5852301238162694
country_long,IT,gini,32.46666666666667,0.6637816362374459
country_long,LT,gini,36.083333333333336,1.013395133681671
country_long,LU,gini,30.058333333333334,1.1563723317759587
country_long,LV,gini,34.916666666666664,0.6365151334819279
country_long,MT,gini,29.616666666666664,1.7081799635514967
country_long,NL,gini,26.691666666666666,0.6584531920042666
country_long,PL,gini,27.90833333333333,1.8841242640612215
country_long,PT,gini,32.71666666666667,1.1953191535267407
country_long,RO,gini,33.041666666666664,2.995590193277548
country_long,SE,gini,27.566666666666666,0.8282877555901733
country_long,SI,gini,23.858333333333334,0.6359793211808835
country_long,SK,gini,22.599999999999998,1.5695975164469287
country_long,AT,education,81.075,0.6454385401344632
country_long,BE,education,74.91666666666667,2.98110209435533
country_long,BG,education,79.55,1.8456336679752128
country_long,CY,education,78.99166666666666,3.110527091648416
country_long,CZ,education,87.425,0.5956280108194411
country_long,DE,education,79.425,1.164727826185541
country_long,DK,education,73.86666666666666,1.448091743284832
country_long,EE,education,82.47500000000001,0.5738625112500235
country_long,EL,education,73.73333333333333,4.0522346995955285
country_long,ES,education,60.11666666666667,2.6869493798166224
country_long,FI,education,81.73333333333333,1.079842861744524
country_long,FR,education,76.78333333333333,2.226221149405564
country_long,HR,education,82.28333333333333,2.40561212521256
country_long,HU,education,80.19166666666668,1.6042320923297237
country_long,IE,education,80.05,2.879867421190839
country_long,IT,education,60.65833333333333,2.3015640268515103
country_long,LT,education,88.14166666666667,1.134947602581749
country_long,LU,education,73.89166666666667,2.7622317503106495
country_long,LV,education,84.64166666666667,0.7038315053184161
country_long,MT,education,61.625,7.868940670301637
country_long,NL,education,74.65833333333333,2.162262423453445
country_long,PL,education,86.64166666666667,1.2273092026004992
country_long,PT,education,53.48333333333333,6.563235528766325
country_long,RO,education,75.00833333333334,3.3861907623150747
country_long,SE,education,79.59166666666667,1.084987082732769
country_long,SI,education,83.95833333333333,1.4945101558907652
country_long,SK,education,86.19166666666666,0.9129954030884222
country_long,AT,rnd,3.1675,0.07262919523166948
country_long,BE,rnd,2.9966666666666666,0.40064342190425584
country_long,BG,rnd,0.7958333333333334,0.058691540870017773
country_long,CY,rnd,0.6358333333333334,0.10916695581733626
country_long,CZ,rnd,1.8549999999999998,0.08816307204678876
country_long,DE,rnd,3.026666666666667,0.10982079065735245
country_long,DK,rnd,2.970833333333333,0.09258493234306375
country_long,EE,rnd,1.6125,0.26978526814689296
country_long,EL,rnd,1.2858333333333334,0.2460398464895597
country_long,ES,rnd,1.3316666666666668,0.12790858478071773
country_long,FI,rnd,2.966666666666667,0.17593042702021505
country_long,FR,rnd,2.2083333333333335,0.025166114784235798
country_long,HR,rnd,1.1066666666666667,0.24849852142722126
country_long,HU,rnd,1.3941666666666668,0.12752599259711248
country_long,IE,rnd,1.27,0.17898704879505567
country_long,IT,rnd,1.3891666666666669,0.05071459057282914
country_long,LT,rnd,1.0108333333333335,0.08229197832698944
country_long,LU,rnd,1.1308333333333334,0.10308498994283875
country_long,LV,rnd,0.7208333333333333,0.14298495364791702
country_long,MT,rnd,0.5825,0.055779598746886275
country_long,NL,rnd,2.1933333333333334,0.07619751049778858
country_long,PL,rnd,1.2541666666666667,0.21714922951460794
country_long,PT,rnd,1.4991666666666665,0.1993835195766888
country_long,RO,rnd,0.4741666666666667,0.035791906991114716
country_long,SE,rnd,3.4175,0.15226322901177058
country_long,SI,rnd,2.1158333333333332,0.12908477364847804
country_long,SK,rnd,0.9258333333333333,0.10361276977576682
country_long,AT,ict_specialists,4.583333333333333,0.5605732996160494
country_long,BE,ict_specialists,5.075,0.6092096220812366
country_long,BG,ict_specialists,3.5083333333333333,0.7216878364870319
country_long,CY,ict_specialists,3.6666666666666665,1.053421553651229
country_long,CZ,ict_specialists,4.108333333333333,0.4187825066532601
country_long,DE,ict_specialists,4.3999999999999995,0.6768912897813192
country_long,DK,ict_specialists,5.258333333333334,0.47760450228830664
country_long,EE,ict_specialists,5.783333333333334,1.0355791821122333
country_long,EL,ict_specialists,2.1333333333333333,0.3284490643597389
country_long,ES,ict_specialists,3.9,0.5575922263707508
country_long,FI,ict_specialists,7.108333333333333,0.5728054299725696
country_long,FR,ict_specialists,4.1499999999999995,0.564881323014763
country_long,HR,ict_specialists,3.6999999999999997,0.7147790504128466
country_long,HU,ict_specialists,3.8833333333333333,0.3996210326008501
country_long,IE,ict_specialists,5.5,0.7198484689028785
country_long,IT,ict_specialists,3.641666666666666,0.2745519766433815
country_long,LT,ict_specialists,3.516666666666667,1.3009320667983562
country_long,LU,ict_specialists,6.483333333333333,1.3224174374182607
country_long,LV,ict_specialists,3.4916666666666667,0.8846759379295427
country_long,MT,ict_specialists,4.5,0.515222811465627
country_long,NL,ict_specialists,5.983333333333333,0.948523573611626
country_long,PL,ict_specialists,3.4250000000000003,0.7225271306639323
country_long,PT,ict_specialists,3.891666666666667,0.9375580790090561
country_long,RO,ict_specialists,2.3333333333333335,0.3845501110112804
country_long,SE,ict_specialists,7.408333333333334,1.1204368736697257
country_long,SI,ict_specialists,4.05,0.437970526198033
country_long,SK,ict_specialists,3.6833333333333336,0.728427114134325
country_long,AT,renewables,36.15325,3.94233761122879
country_long,BE,renewables,11.381,2.6892469375104042
country_long,BG,renewables,20.604583333333334,2.1568878867619925
country_long,CY,renewables,15.357,4.7080275738746105
country_long,CZ,renewables,16.772000000000002,1.756129214545961
country_long,DE,renewables,18.270500000000002,3.067503056233197
country_long,DK,renewables,37.43775,6.24858880249991
country_long,EE,renewables,33.91283333333333,5.893745511261508
country_long,EL,renewables,20.342916666666667,3.9077879457293827
country_long,ES,renewables,20.044333333333334,3.700101849540051
country_long,FI,renewables,44.265416666666674,5.124973604514433
country_long,FR,renewables,18.480916666666666,3.279343239634016
country_long,HR,renewables,28.356916666666667,1.5026218576107895
country_long,HU,renewables,14.915416666666667,1.9604392577515202
country_long,IE,renewables,12.476833333333333,2.890624117362683
country_long,IT,renewables,18.524,0.9781020582554958
country_long,LT,renewables,28.20341666666667,4.046655104883389
country_long,LU,renewables,9.874833333333333,4.146113839452188
country_long,LV,renewables,41.300916666666666,2.905256973717357
country_long,MT,renewables,10.556333333333333,4.6183021542422695
country_long,NL,renewables,11.676416666666668,5.734278578043281
country_long,PL,renewables,14.732916666666666,2.548052070908404
country_long,PT,renewables,32.7295,2.5698405150373196
country_long,RO,renewables,24.69775,0.6063866340875258
country_long,SE,renewables,58.34016666666667,5.73702318808335
country_long,SI,renewables,23.53225,1.5880147769520863
country_long,SK,renewables,15.191666666666665,2.8602367458698668
country_long,AT,emissions,8.516666666666667,0.7825753908884705
country_long,BE,emissions,9.508333333333335,0.8774532707923781
country_long,BG,emissions,7.991666666666667,0.817377550833188
country_long,CY,emissions,9.583333333333334,0.39273709303097915
country_long,CZ,emissions,10.891666666666666,1.2383701409758734
country_long,DE,emissions,9.516666666666667,1.2690965529092193
country_long,DK,emissions,7.816666666666666,1.1296285256935594
country_long,EE,emissions,11.466666666666667,3.3845459836071834
country_long,EL,emissions,7.966666666666666,0.867947771086102
country_long,ES,emissions,6.358333333333333,0.6801849124697756
country_long,FI,emissions,9.025,1.3876893810150088
country_long,FR,emissions,6.258333333333333,0.6639528095680697
country_long,HR,emissions,6.233333333333333,0.24618298195866556
country_long,HU,emissions,6.266666666666667,0.4355421560503298
country_long,IE,emissions,11.733333333333334,1.1251935860377997
country_long,IT,emissions,6.8,0.4089898865164359
country_long,LT,emissions,6.7,0.3045115313535311
country_long,LU,emissions,15.316666666666668,3.0402850743529517
country_long,LV,emissions,5.433333333333334,0.19227505550564034
country_long,MT,emissions,4.333333333333333,0.7327821620165829
country_long,NL,emissions,9.85,1.4755584459020006
country_long,PL,emissions,10.083333333333334,0.5201980974648596
country_long,PT,emissions,5.766666666666667,0.7036700328644923
country_long,RO,emissions,5.3,0.2132007163556105
country_long,SE,emissions,4.833333333333333,0.47161874689651867
country_long,SI,emissions,7.8999999999999995,0.5892985043869761
country_long,SK,emissions,7.25,0.603775996993467
country_long,AT,debt,80.15833333333333,4.3414405513154355
country_long,BE,debt,104.69166666666666,3.790528467193733
country_long,BG,debt,24.733333333333334,2.867159929373675
country_long,CY,debt,91.70833333333333,20.12720720062696
country_long,CZ,debt,38.516666666666666,4.829800171536053
country_long,DE,debt,65.48333333333333,4.575196634290621
country_long,DK,debt,38.458333333333336,6.282364687011258
country_long,EE,debt,15.333333333333334,5.9438789497849776
country_long,EL,debt,179.0666666666667,17.404510038980405
country_long,ES,debt,104.95,6.591385562714688
country_long,FI,debt,72.48333333333333,7.446516370800917
country_long,FR,debt,105.3,8.006134012004907
country_long,HR,debt,72.75,10.23323462591818
country_long,HU,debt,73.58333333333333,3.661801179581965
country_long,IE,debt,57.975,18.97683396335457
country_long,IT,debt,137.49166666666667,6.324764937541276
country_long,LT,debt,39.416666666666664,3.4180891347847164
country_long,LU,debt,23.224999999999998,2.2450450491531933
country_long,LV,debt,42.61666666666667,3.2501282025996012
country_long,MT,debt,48.583333333333336,5.8463404767167795
country_long,NL,debt,52.791666666666664,7.729689907144146
country_long,PL,debt,51.875,3.987052910244722
country_long,PT,debt,117.26666666666667,15.985410014551814
country_long,RO,debt,43.89166666666667,8.359475661387698
country_long,SE,debt,38.81666666666667,4.585319129041237
country_long,SI,debt,73.66666666666667,6.325034435167971
country_long,SK,debt,54.925000000000004,4.5431516893812
country_long,AT,total_gov_expenditure,52.6,2.782085548648709
country_long,BE,total_gov_expenditure,53.85,1.8293068732073463
country_long,BG,total_gov_expenditure,39.025,2.732339989492855
country_long,CY,total_gov_expenditure,41.78333333333333,4.181959813148363
country_long,CZ,total_gov_expenditure,42.18333333333333,2.295384037320962
country_long,DE,total_gov_expenditure,47.14166666666667,2.647969490806572
country_long,DK,total_gov_expenditure,50.26666666666667,3.1282679882101876
country_long,EE,total_gov_expenditure,40.875,2.5197853443930867
country_long,EL,total_gov_expenditure,51.38333333333333,3.804980786794958
country_long,ES,total_gov_expenditure,44.90833333333333,3.1738873020415506
country_long,FI,total_gov_expenditure,55.324999999999996,2.165063509461096
country_long,FR,total_gov_expenditure,57.824999999999996,1.6108298256714557
country_long,HR,total_gov_expenditure,47.28333333333333,2.496482373745956
country_long,HU,total_gov_expenditure,48.1,1.8195903634909412
country_long,IE,total_gov_expenditure,25.333333333333332,4.215411838681599
country_long,IT,total_gov_expenditure,51.458333333333336,3.051514775360331
country_long,LT,total_gov_expenditure,36.550000000000004,2.6969679945517275
country_long,LU,total_gov_expenditure,43.64166666666667,3.0335872354609332
country_long,LV,total_gov_expenditure,42.4,2.7941497324360953
country_long,MT,total_gov_expenditure,37.108333333333334,2.5977116969760257
country_long,NL,total_gov_expenditure,44.416666666666664,1.7419076968204779
country_long,PL,total_gov_expenditure,44.083333333333336,3.325612269898128
country_long,PT,total_gov_expenditure,45.275,3.163750651018214
country_long,RO,total_gov_expenditure,38.425000000000004,3.617413691877362
country_long,SE,total_gov_expenditure,50.63333333333333,0.9726564686777187
country_long,SI,total_gov_expenditure,47.36666666666667,2.606053558834727
country_long,SK,total_gov_expenditure,43.541666666666664,3.0734813939225147
country_long,AT,defense_spending,0.6166666666666666,0.038924947208076155
country_long,BE,defense_spending,0.9333333333333335,0.18257418583505533
country_long,BG,defense_spending,1.3166666666666667,0.15275252316519458
country_long,CY,defense_spending,1.7166666666666668,0.16422453217986938
country_long,CZ,defense_spending,0.975,0.20504988306618113
country_long,DE,defense_spending,1.1166666666666667,0.16422453217986946
country_long,DK,defense_spending,1.3166666666666667,0.29490625115398456
country_long,EE,defense_spending,2.433333333333333,0.6800178250783154
country_long,EL,defense_spending,2.375,0.23788843832962775
country_long,ES,defense_spending,0.9166666666666666,0.08348471099367219
country_long,FI,defense_spending,1.3166666666666667,0.11146408580454249
country_long,FR,defense_spending,1.8083333333333333,0.09962049198956217
country_long,HR,defense_spending,1.1833333333333333,0.1696699112626595
country_long,HU,defense_spending,1.2,0.48989794855663565
country_long,IE,defense_spending,0.21666666666666667,0.08348471099367215
country_long,IT,defense_spending,1.2750000000000001,0.07537783614444091
country_long,LT,defense_spending,1.8,0.5204892803018049
country_long,LU,defense_spending,0.48333333333333334,0.2167249338901663
